Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 Egzaminas
Vardas1815 Pavarde1815 5 8 3 5 1 3 5 5 5 9
Vardas1816 Pavarde1816 7 2 9 6 4 8 1 2 8 6
Vardas1817 Pavarde1817 5 10 5 2 6 10 10 2 1 1
Vardas1818 Pavarde1818 4 9 7 3 5 2 9 8 5 5
Vardas1819 Pavarde1819 10 2 4 3 10 10 6 1 4 3
Vardas1820 Pavarde1820 9 2 5 9 4 1 8 5 6 10
Vardas1821 Pavarde1821 4 7 1 4 7 1 4 10 2 7
Vardas1822 Pavarde1822 5 10 8 3 7 5 5 6 1 2
Vardas1823 Pavarde1823 10 1 7 1 9 3 2 8 1 9
Vardas1824 Pavarde1824 9 9 2 6 6 5 1 5 8 7
Vardas1825 Pavarde1825 7 2 5 10 8 9 4 1 4 10
Vardas1826 Pavarde1826 4 8 1 3 2 5 1 10 6 7
Vardas1827 Pavarde1827 10 8 8 4 3 2 10 9 7 2
Vardas1828 Pavarde1828 6 4 3 2 9 10 4 8 1 4
Vardas1829 Pavarde1829 5 6 9 6 5 4 5 2 9 8
Vardas1830 Pavarde1830 6 6 2 2 3 10 3 7 5 6
Vardas1831 Pavarde1831 4 9 7 5 4 4 3 5 6 10
Vardas1832 Pavarde1832 6 2 9 2 3 8 2 3 4 9
Vardas1833 Pavarde1833 1 3 6 7 5 2 1 4 2 2
Vardas1834 Pavarde1834 3 8 4 1 9 3 10 7 3 1
Vardas1835 Pavarde1835 9 9 2 4 9 7 3 2 5 4
Vardas1836 Pavarde1836 7 9 2 3 4 1 10 6 4 7
Vardas1837 Pavarde1837 2 6 4 2 2 10 9 7 5 8
Vardas1838 Pavarde1838 10 2 5 7 8 7 4 2 2 3
Vardas1839 Pavarde1839 2 8 3 4 4 2 8 2 9 10
Vardas1840 Pavarde1840 8 8 8 10 10 7 1 4 4 3
Vardas1841 Pavarde1841 10 8 7 9 6 7 9 6 6 6
Vardas1842 Pavarde1842 4 9 1 6 8 7 8 10 3 1
Vardas1843 Pavarde1843 2 5 9 4 6 8 8 2 9 8
Vardas1844 Pavarde1844 2 9 9 6 6 4 7 9 7 7
Vardas1845 Pavarde1845 8 4 8 2 6 4 2 3 3 9
Vardas1846 Pavarde1846 4 8 2 6 2 7 8 8 6 4
Vardas1847 Pavarde1847 5 1 10 7 10 10 7 3 9 4
Vardas1848 Pavarde1848 2 6 9 6 8 5 5 5 9 4
Vardas1849 Pavarde1849 6 6 5 2 9 1 5 5 6 1
Vardas1850 Pavarde1850 4 1 4 5 10 2 5 8 9 2
Vardas1851 Pavarde1851 5 5 3 9 4 9 9 8 6 9
Vardas1852 Pavarde1852 8 4 2 1 3 2 9 5 1 1
Vardas1853 Pavarde1853 10 2 8 2 9 2 10 1 2 10
Vardas1854 Pavarde1854 7 3 3 7 2 3 6 4 4 3
Vardas1855 Pavarde1855 4 10 4 2 8 6 3 3 2 3
Vardas1856 Pavarde1856 3 10 8 4 5 9 7 4 7 8
Vardas1857 Pavarde1857 8 1 10 2 6 6 3 6 2 1
Vardas1858 Pavarde1858 5 3 7 1 7 1 7 7 4 1
Vardas1859 Pavarde1859 7 7 7 10 2 2 1 8 8 7
Vardas1860 Pavarde1860 9 4 9 1 9 10 10 2 6 5
Vardas1861 Pavarde1861 9 1 1 1 7 7 6 2 1 7
Vardas1862 Pavarde1862 7 3 1 6 9 1 4 6 7 3
Vardas1863 Pavarde1863 2 9 5 9 5 6 8 1 2 6
Vardas1864 Pavarde1864 8 7 4 10 9 1 3 9 2 5
Vardas1865 Pavarde1865 2 10 9 3 4 1 7 8 4 2
Vardas1866 Pavarde1866 6 2 7 3 10 5 9 5 10 1
Vardas1867 Pavarde1867 2 6 8 10 2 2 3 3 4 3
Vardas1868 Pavarde1868 10 5 8 4 9 9 1 3 8 6
Vardas1869 Pavarde1869 8 8 9 10 10 2 6 10 8 2
Vardas1870 Pavarde1870 6 10 8 9 5 4 2 2 10 5
Vardas1871 Pavarde1871 6 5 1 9 6 10 3 9 9 10
Vardas1872 Pavarde1872 2 9 5 5 5 8 6 9 6 1
Vardas1873 Pavarde1873 3 1 3 2 4 8 8 10 8 1
Vardas1874 Pavarde1874 6 3 3 10 1 6 4 1 4 4
Vardas1875 Pavarde1875 5 6 1 2 9 5 1 1 9 10
Vardas1876 Pavarde1876 5 3 3 6 5 2 6 5 2 1
Vardas1877 Pavarde1877 3 1 1 5 2 2 6 8 2 1
Vardas1878 Pavarde1878 6 9 7 5 8 3 3 8 10 10
Vardas1879 Pavarde1879 3 7 6 4 7 5 1 7 2 6
Vardas1880 Pavarde1880 3 7 3 10 8 4 7 2 7 5
Vardas1881 Pavarde1881 2 9 6 9 8 9 4 10 6 3
Vardas1882 Pavarde1882 4 8 9 9 10 6 6 4 8 10
Vardas1883 Pavarde1883 3 8 5 4 7 9 7 8 2 4
Vardas1884 Pavarde1884 9 9 2 6 1 8 3 5 5 9
Vardas1885 Pavarde1885 4 2 7 5 4 9 7 5 10 7
Vardas1886 Pavarde1886 3 10 8 6 5 1 8 1 6 8
Vardas1887 Pavarde1887 1 6 3 4 8 6 1 5 10 8
Vardas1888 Pavarde1888 5 8 1 2 9 10 6 8 10 10
Vardas1889 Pavarde1889 6 2 7 7 1 10 5 1 5 6
Vardas1890 Pavarde1890 9 6 9 8 8 1 9 7 3 5
Vardas1891 Pavarde1891 2 4 3 8 7 3 9 5 2 1
Vardas1892 Pavarde1892 5 6 7 10 3 7 3 3 6 5
Vardas1893 Pavarde1893 3 10 5 3 9 10 4 5 8 4
Vardas1894 Pavarde1894 7 2 9 5 5 8 6 5 7 7
Vardas1895 Pavarde1895 9 10 10 2 7 10 6 8 3 8
Vardas1896 Pavarde1896 3 8 9 5 5 2 9 5 8 2
Vardas1897 Pavarde1897 1 8 2 6 10 7 7 2 6 6
Vardas1898 Pavarde1898 9 7 6 1 4 9 8 8 1 10
Vardas1899 Pavarde1899 3 5 2 9 8 3 8 5 5 8
Vardas1900 Pavarde1900 3 1 7 3 6 9 9 8 6 6
Vardas1901 Pavarde1901 10 4 2 1 4 4 1 7 6 5
Vardas1902 Pavarde1902 9 4 6 5 10 9 7 8 1 2
Vardas1903 Pavarde1903 4 4 2 9 10 4 8 3 8 8
Vardas1904 Pavarde1904 2 5 1 2 8 3 9 4 4 9
Vardas1905 Pavarde1905 8 9 5 8 9 8 2 10 5 5
Vardas1906 Pavarde1906 2 1 5 1 10 2 4 6 6 4
Vardas1907 Pavarde1907 2 8 8 4 3 6 1 2 4 6
Vardas1908 Pavarde1908 5 4 5 5 2 8 7 1 1 6
Vardas1909 Pavarde1909 10 7 6 10 9 4 1 2 9 6
Vardas1910 Pavarde1910 7 5 5 9 10 3 7 10 3 8
Vardas1911 Pavarde1911 8 2 7 6 2 4 10 8 2 6
Vardas1912 Pavarde1912 6 3 6 4 5 7 1 9 6 4
Vardas1913 Pavarde1913 2 3 2 4 4 1 1 7 1 4
Vardas1914 Pavarde1914 5 9 6 4 5 4 4 2 3 7
Vardas1915 Pavarde1915 7 5 2 9 4 2 9 5 3 6
Vardas1916 Pavarde1916 7 10 9 7 2 5 8 3 9 2
Vardas1917 Pavarde1917 4 6 10 4 2 5 4 2 9 2
Vardas1918 Pavarde1918 5 10 2 3 5 4 9 8 3 2
Vardas1919 Pavarde1919 10 8 5 8 8 8 4 1 2 5
Vardas1920 Pavarde1920 3 3 2 1 5 1 9 4 4 7
Vardas1921 Pavarde1921 7 2 3 5 5 6 7 4 9 3
Vardas1922 Pavarde1922 4 4 6 10 7 8 6 9 2 6
Vardas1923 Pavarde1923 7 6 8 1 3 3 10 8 1 3
Vardas1924 Pavarde1924 4 2 5 2 2 2 6 2 4 1
Vardas1925 Pavarde1925 9 3 8 10 3 4 10 7 1 1
Vardas1926 Pavarde1926 7 2 9 6 3 2 1 6 9 1
Vardas1927 Pavarde1927 2 6 7 7 5 4 2 8 7 2
Vardas1928 Pavarde1928 8 9 5 3 7 5 10 8 10 10
Vardas1929 Pavarde1929 7 9 4 1 6 5 2 4 5 10
Vardas1930 Pavarde1930 9 2 4 6 2 9 10 4 9 6
Vardas1931 Pavarde1931 10 8 7 1 3 3 2 2 9 10
Vardas1932 Pavarde1932 1 7 5 10 6 7 1 2 6 5
Vardas1933 Pavarde1933 6 2 5 2 6 9 3 10 2 6
Vardas1934 Pavarde1934 3 8 5 5 9 8 7 9 8 5
Vardas1935 Pavarde1935 2 6 10 4 4 2 6 8 8 2
Vardas1936 Pavarde1936 3 6 3 10 3 9 5 4 6 2
Vardas1937 Pavarde1937 5 8 6 8 1 8 10 5 10 3
Vardas1938 Pavarde1938 8 1 2 2 1 5 2 10 8 8
Vardas1939 Pavarde1939 3 7 6 4 9 7 7 7 7 9
Vardas1940 Pavarde1940 9 5 9 5 4 5 5 6 10 9
Vardas1941 Pavarde1941 8 10 4 7 10 10 7 9 3 1
Vardas1942 Pavarde1942 10 9 3 8 7 7 5 8 5 4
Vardas1943 Pavarde1943 9 1 9 1 3 3 5 10 2 10
Vardas1944 Pavarde1944 1 10 4 7 5 10 5 7 3 5
Vardas1945 Pavarde1945 10 5 4 2 5 3 10 2 3 3
Vardas1946 Pavarde1946 10 2 10 6 7 3 7 2 10 7
Vardas1947 Pavarde1947 8 10 2 3 5 1 7 1 2 2
Vardas1948 Pavarde1948 9 7 4 7 7 10 9 9 8 5
Vardas1949 Pavarde1949 10 6 10 3 9 7 2 4 1 8
Vardas1950 Pavarde1950 10 9 4 5 10 1 6 4 10 6
Vardas1951 Pavarde1951 6 6 9 8 2 8 10 2 8 3
Vardas1952 Pavarde1952 5 8 4 1 10 10 5 5 4 1
Vardas1953 Pavarde1953 1 10 6 3 10 9 9 2 8 3
Vardas1954 Pavarde1954 4 10 8 4 10 10 1 3 5 2
Vardas1955 Pavarde1955 4 7 9 5 6 1 4 5 4 3
Vardas1956 Pavarde1956 7 9 9 1 2 9 10 6 8 4
Vardas1957 Pavarde1957 1 1 8 9 7 1 4 6 9 8
Vardas1958 Pavarde1958 5 4 10 8 7 1 4 9 8 10
Vardas1959 Pavarde1959 6 6 10 7 9 5 5 6 10 4
Vardas1960 Pavarde1960 3 9 1 2 9 2 6 1 6 2
Vardas1961 Pavarde1961 1 3 3 10 8 4 10 9 3 5
Vardas1962 Pavarde1962 7 10 4 5 5 5 8 6 1 4
Vardas1963 Pavarde1963 1 4 1 1 1 10 8 7 2 7
Vardas1964 Pavarde1964 9 2 2 8 8 2 7 6 2 6
Vardas1965 Pavarde1965 9 7 8 1 4 9 7 1 7 9
Vardas1966 Pavarde1966 9 7 3 9 10 8 10 3 5 8
Vardas1967 Pavarde1967 5 2 7 1 4 4 5 2 4 3
Vardas1968 Pavarde1968 6 4 8 2 8 7 3 7 3 1
Vardas1969 Pavarde1969 1 6 3 1 1 1 6 10 7 9
Vardas1970 Pavarde1970 7 10 3 7 10 1 1 4 2 4
Vardas1971 Pavarde1971 7 2 10 10 3 6 8 8 6 2
Vardas1972 Pavarde1972 4 4 9 8 6 4 3 1 9 7
Vardas1973 Pavarde1973 6 10 10 9 5 4 10 1 6 4
Vardas1974 Pavarde1974 3 1 1 9 10 6 1 8 9 1
Vardas1975 Pavarde1975 3 7 8 1 1 4 8 3 7 9
Vardas1976 Pavarde1976 6 6 7 7 6 2 2 5 2 10
Vardas1977 Pavarde1977 4 8 6 9 2 3 9 7 2 5
Vardas1978 Pavarde1978 2 5 1 6 7 7 2 4 4 6
Vardas1979 Pavarde1979 2 7 10 9 3 6 9 7 10 8
Vardas1980 Pavarde1980 1 9 8 6 4 1 6 2 6 7
Vardas1981 Pavarde1981 1 2 3 8 1 10 3 8 2 5
Vardas1982 Pavarde1982 8 5 3 10 5 6 7 7 9 6
Vardas1983 Pavarde1983 1 6 3 5 2 3 7 2 2 2
Vardas1984 Pavarde1984 9 1 5 4 9 10 8 1 5 7
Vardas1985 Pavarde1985 2 6 10 2 9 1 6 4 4 5
Vardas1986 Pavarde1986 8 6 8 7 5 6 6 4 6 10
Vardas1987 Pavarde1987 5 3 4 2 2 7 6 10 1 2
Vardas1988 Pavarde1988 5 9 2 9 6 1 6 1 10 7
Vardas1989 Pavarde1989 6 3 4 3 1 9 4 9 1 7
Vardas1990 Pavarde1990 8 8 1 7 3 1 8 1 9 10
Vardas1991 Pavarde1991 9 6 5 6 1 8 6 4 2 2
Vardas1992 Pavarde1992 6 1 9 9 10 7 5 9 8 6
Vardas1993 Pavarde1993 2 7 10 9 6 4 5 2 9 6
Vardas1994 Pavarde1994 2 1 7 1 1 7 9 7 6 8
Vardas1995 Pavarde1995 9 5 7 8 6 8 9 8 10 3
Vardas1996 Pavarde1996 8 3 5 1 10 2 10 4 10 3
Vardas1997 Pavarde1997 5 10 10 8 9 3 2 5 5 8
Vardas1998 Pavarde1998 10 2 6 4 2 6 3 8 4 2
Vardas1999 Pavarde1999 9 2 10 10 7 5 10 10 6 8
Vardas2000 Pavarde2000 4 5 1 7 5 1 5 3 7 4
Vardas2001 Pavarde2001 4 2 9 5 2 4 2 9 4 1
Vardas2002 Pavarde2002 3 2 8 4 1 10 3 7 6 7
Vardas2003 Pavarde2003 9 2 4 3 1 8 9 7 3 7
Vardas2004 Pavarde2004 9 7 2 1 1 7 2 6 4 9
Vardas2005 Pavarde2005 3 7 7 5 2 3 4 10 6 7
Vardas2006 Pavarde2006 3 9 3 6 3 6 4 1 4 4
Vardas2007 Pavarde2007 2 7 7 10 7 4 7 7 2 5
Vardas2008 Pavarde2008 5 10 8 9 5 4 8 1 1 10
Vardas2009 Pavarde2009 10 4 4 3 1 3 7 7 8 3
Vardas2010 Pavarde2010 9 5 2 1 2 1 4 9 6 1
Vardas2011 Pavarde2011 6 8 8 6 9 6 2 9 9 9
Vardas2012 Pavarde2012 5 5 5 10 5 10 3 2 9 3
Vardas2013 Pavarde2013 2 6 1 3 7 6 7 7 1 8
Vardas2014 Pavarde2014 10 3 1 8 3 8 4 8 5 8
Vardas2015 Pavarde2015 4 3 6 7 3 2 9 7 10 2
Vardas2016 Pavarde2016 9 6 10 3 5 6 10 4 8 7
Vardas2017 Pavarde2017 9 7 8 4 7 4 2 8 6 3
Vardas2018 Pavarde2018 5 5 4 8 9 2 4 5 6 3
Vardas2019 Pavarde2019 3 7 10 4 9 1 4 6 5 7
Vardas2020 Pavarde2020 8 7 5 7 6 4 8 5 1 8
Vardas2021 Pavarde2021 2 8 5 4 1 1 7 3 2 6
Vardas2022 Pavarde2022 6 5 7 8 7 3 4 3 1 7
Vardas2023 Pavarde2023 4 10 8 8 4 8 6 5 2 4
Vardas2024 Pavarde2024 2 7 7 5 8 6 8 9 6 5
Vardas2025 Pavarde2025 8 7 5 10 6 7 7 8 2 4
Vardas2026 Pavarde2026 5 6 3 6 10 6 9 9 2 1
Vardas2027 Pavarde2027 5 10 4 2 10 1 6 7 9 7
Vardas2028 Pavarde2028 1 9 1 2 8 10 1 5 10 8
Vardas2029 Pavarde2029 6 9 1 6 8 3 6 4 7 6
Vardas2030 Pavarde2030 7 1 5 10 9 1 10 4 10 8
Vardas2031 Pavarde2031 2 6 9 4 6 7 1 7 4 5
Vardas2032 Pavarde2032 4 4 10 7 2 8 3 4 10 5
Vardas2033 Pavarde2033 1 8 9 9 8 9 7 9 6 6
Vardas2034 Pavarde2034 3 1 9 7 10 1 2 4 9 5
Vardas2035 Pavarde2035 4 8 6 4 4 5 2 1 5 2
Vardas2036 Pavarde2036 4 10 5 6 9 10 5 2 4 9
Vardas2037 Pavarde2037 4 4 3 3 1 6 10 7 9 10
Vardas2038 Pavarde2038 6 3 6 6 9 5 3 5 1 3
Vardas2039 Pavarde2039 9 1 6 10 6 4 7 2 5 7
Vardas2040 Pavarde2040 10 5 6 4 1 6 3 4 2 7
Vardas2041 Pavarde2041 1 1 10 9 10 2 5 8 10 4
Vardas2042 Pavarde2042 2 10 7 8 9 10 1 5 1 2
Vardas2043 Pavarde2043 10 1 7 5 6 6 10 6 1 9
Vardas2044 Pavarde2044 9 5 9 2 5 4 4 7 5 4
Vardas2045 Pavarde2045 2 5 9 4 2 2 2 9 8 2
Vardas2046 Pavarde2046 3 9 8 9 1 9 9 10 9 4
Vardas2047 Pavarde2047 5 1 6 3 2 2 8 10 2 7
Vardas2048 Pavarde2048 9 8 8 10 9 5 10 7 9 9
Vardas2049 Pavarde2049 5 5 3 6 10 3 7 3 6 8
Vardas2050 Pavarde2050 4 1 8 8 2 10 9 4 10 1
Vardas2051 Pavarde2051 4 7 7 4 2 8 1 9 3 7
Vardas2052 Pavarde2052 8 7 10 8 4 6 6 2 3 6
Vardas2053 Pavarde2053 6 3 2 1 9 9 6 4 7 7
Vardas2054 Pavarde2054 10 5 4 6 3 7 7 10 4 10
Vardas2055 Pavarde2055 6 8 1 7 7 10 2 1 9 3
Vardas2056 Pavarde2056 2 7 10 8 6 5 9 10 2 5
Vardas2057 Pavarde2057 6 6 4 5 5 9 7 6 1 10
Vardas2058 Pavarde2058 7 2 5 9 10 8 10 6 3 2
Vardas2059 Pavarde2059 3 9 5 9 1 1 10 8 10 7
Vardas2060 Pavarde2060 10 5 6 10 9 7 8 4 2 4
Vardas2061 Pavarde2061 2 5 8 8 4 2 3 10 7 1
Vardas2062 Pavarde2062 5 3 1 3 3 3 3 6 10 9
Vardas2063 Pavarde2063 8 9 1 6 9 2 6 3 8 6
Vardas2064 Pavarde2064 6 8 4 6 9 6 8 8 8 1
Vardas2065 Pavarde2065 8 4 4 4 5 9 2 3 10 8
Vardas2066 Pavarde2066 8 4 8 6 9 7 3 4 10 8
Vardas2067 Pavarde2067 5 4 6 10 2 9 9 10 9 3
Vardas2068 Pavarde2068 2 2 3 1 10 10 3 6 4 5
Vardas2069 Pavarde2069 9 9 9 9 5 5 9 1 5 6
Vardas2070 Pavarde2070 1 10 9 9 10 2 3 4 7 8
Vardas2071 Pavarde2071 3 2 4 1 8 1 4 4 9 3
Vardas2072 Pavarde2072 6 4 5 5 2 2 9 8 2 4
Vardas2073 Pavarde2073 1 3 9 4 3 3 4 9 1 9
Vardas2074 Pavarde2074 6 1 9 2 5 7 1 2 7 5
Vardas2075 Pavarde2075 2 3 2 7 1 5 2 9 1 1
Vardas2076 Pavarde2076 5 4 7 3 5 1 7 9 3 9
Vardas2077 Pavarde2077 10 5 4 9 2 2 8 10 8 8
Vardas2078 Pavarde2078 4 8 8 4 10 9 10 3 8 9
Vardas2079 Pavarde2079 9 4 5 4 9 6 9 10 3 5
Vardas2080 Pavarde2080 9 8 3 10 5 5 10 2 5 7
Vardas2081 Pavarde2081 6 7 9 6 8 4 2 9 10 10
Vardas2082 Pavarde2082 1 8 10 2 4 1 9 3 6 7
Vardas2083 Pavarde2083 7 6 3 5 5 3 8 10 8 1
Vardas2084 Pavarde2084 9 9 4 1 6 1 10 10 2 9
Vardas2085 Pavarde2085 3 8 1 10 5 1 7 10 7 10
Vardas2086 Pavarde2086 8 5 8 8 2 7 1 8 2 9
Vardas2087 Pavarde2087 2 7 3 6 10 3 2 7 2 3
Vardas2088 Pavarde2088 1 4 5 10 9 7 10 3 3 7
Vardas2089 Pavarde2089 1 4 8 8 9 10 10 7 8 9
Vardas2090 Pavarde2090 9 6 1 6 3 9 6 3 7 9
Vardas2091 Pavarde2091 7 7 1 10 9 8 3 9 4 1
Vardas2092 Pavarde2092 9 2 6 8 10 2 9 10 5 4
Vardas2093 Pavarde2093 4 2 10 5 9 10 7 7 2 9
Vardas2094 Pavarde2094 1 10 3 10 6 8 2 9 10 9
Vardas2095 Pavarde2095 1 3 8 7 5 4 3 7 8 2
Vardas2096 Pavarde2096 10 5 5 4 9 5 8 1 2 4
Vardas2097 Pavarde2097 6 10 3 10 2 1 1 5 7 6
Vardas2098 Pavarde2098 2 2 4 5 8 7 10 8 6 9
Vardas2099 Pavarde2099 9 1 4 1 6 7 2 8 9 3
Vardas2100 Pavarde2100 5 2 5 10 6 2 6 8 6 2
Vardas2101 Pavarde2101 4 6 6 9 1 5 8 9 5 6
Vardas2102 Pavarde2102 3 5 3 3 2 5 7 9 8 9
Vardas2103 Pavarde2103 6 5 6 6 6 4 3 7 7 2
Vardas2104 Pavarde2104 7 4 7 4 7 6 3 2 10 10
Vardas2105 Pavarde2105 7 4 3 1 10 10 9 6 4 6
Vardas2106 Pavarde2106 10 3 3 1 2 5 3 2 7 6
Vardas2107 Pavarde2107 5 9 4 1 4 7 9 10 2 6
Vardas2108 Pavarde2108 8 5 1 1 1 1 6 5 4 10
Vardas2109 Pavarde2109 5 4 7 2 3 4 8 8 10 3
Vardas2110 Pavarde2110 6 3 10 8 6 3 8 8 3 10
Vardas2111 Pavarde2111 7 5 3 1 6 6 10 5 4 2
Vardas2112 Pavarde2112 5 6 9 8 1 2 3 3 1 2
Vardas2113 Pavarde2113 1 9 10 3 5 5 6 7 3 8
Vardas2114 Pavarde2114 4 2 1 5 1 9 2 7 2 2
Vardas2115 Pavarde2115 2 5 6 7 3 3 6 10 1 7
Vardas2116 Pavarde2116 5 10 2 6 10 2 9 7 3 1
Vardas2117 Pavarde2117 6 6 10 1 8 7 4 6 1 7
Vardas2118 Pavarde2118 10 1 3 6 3 7 1 8 8 10
Vardas2119 Pavarde2119 4 8 5 7 2 1 2 2 4 9
Vardas2120 Pavarde2120 2 10 1 4 9 10 9 2 1 1
Vardas2121 Pavarde2121 8 2 1 5 4 1 2 2 4 1
Vardas2122 Pavarde2122 1 5 7 8 3 9 2 4 1 2
Vardas2123 Pavarde2123 2 1 4 1 2 7 7 8 3 1
Vardas2124 Pavarde2124 4 4 4 8 5 6 7 6 10 3
Vardas2125 Pavarde2125 5 3 4 8 8 6 9 7 7 2
Vardas2126 Pavarde2126 1 2 7 9 1 7 3 8 8 5
Vardas2127 Pavarde2127 9 9 4 5 5 1 10 10 10 6
Vardas2128 Pavarde2128 4 5 3 3 6 7 3 9 6 1
Vardas2129 Pavarde2129 6 8 2 1 5 7 1 4 1 3
Vardas2130 Pavarde2130 6 4 3 5 3 3 10 2 3 6
Vardas2131 Pavarde2131 8 10 2 7 1 7 1 4 3 2
Vardas2132 Pavarde2132 4 7 8 6 10 7 7 7 10 5
Vardas2133 Pavarde2133 6 5 8 10 2 3 1 4 3 10
Vardas2134 Pavarde2134 1 2 2 2 1 2 4 6 8 5
Vardas2135 Pavarde2135 2 3 6 3 3 8 6 9 3 3
Vardas2136 Pavarde2136 10 2 10 3 7 10 9 9 9 2
Vardas2137 Pavarde2137 5 5 10 2 8 2 9 1 5 4
Vardas2138 Pavarde2138 5 2 7 9 1 1 3 7 7 9
Vardas2139 Pavarde2139 10 1 1 1 2 2 10 1 1 1
Vardas2140 Pavarde2140 3 7 3 1 8 2 2 5 9 6
Vardas2141 Pavarde2141 3 5 8 3 5 7 6 3 5 5
Vardas2142 Pavarde2142 8 8 10 9 4 1 6 5 1 8
Vardas2143 Pavarde2143 6 10 1 5 4 4 4 4 10 3
Vardas2144 Pavarde2144 8 3 3 5 2 8 6 4 3 7
Vardas2145 Pavarde2145 1 4 1 1 7 4 7 5 1 8
Vardas2146 Pavarde2146 6 8 7 2 2 8 3 7 8 5
Vardas2147 Pavarde2147 8 4 10 5 9 2 6 3 6 3
Vardas2148 Pavarde2148 3 7 4 7 3 5 3 10 6 2
Vardas2149 Pavarde2149 8 9 7 7 4 1 6 5 6 7
Vardas2150 Pavarde2150 7 1 2 5 6 7 10 4 4 3
Vardas2151 Pavarde2151 2 9 9 1 7 3 8 7 8 9
Vardas2152 Pavarde2152 8 7 7 7 7 10 7 4 3 6
Vardas2153 Pavarde2153 3 2 3 4 1 2 4 2 3 6
Vardas2154 Pavarde2154 3 4 8 3 5 10 9 7 2 4
Vardas2155 Pavarde2155 3 1 9 5 8 4 9 4 3 3
Vardas2156 Pavarde2156 5 2 2 7 9 10 5 5 7 4
Vardas2157 Pavarde2157 8 2 6 10 6 1 8 8 8 10
Vardas2158 Pavarde2158 5 8 5 8 6 2 1 4 3 2
Vardas2159 Pavarde2159 9 10 4 5 6 9 3 7 4 9
Vardas2160 Pavarde2160 10 3 2 3 8 10 2 4 7 7
Vardas2161 Pavarde2161 1 1 5 10 6 7 8 9 5 10
Vardas2162 Pavarde2162 5 2 2 1 7 6 9 10 1 3
Vardas2163 Pavarde2163 8 1 3 7 8 2 8 7 6 5
Vardas2164 Pavarde2164 2 10 4 10 9 4 3 8 4 9
Vardas2165 Pavarde2165 1 8 2 9 6 10 10 7 10 9
Vardas2166 Pavarde2166 9 7 5 5 9 1 6 8 3 5
Vardas2167 Pavarde2167 8 8 10 5 1 3 4 5 9 9
Vardas2168 Pavarde2168 6 4 6 3 1 6 8 5 10 7
Vardas2169 Pavarde2169 4 3 3 10 7 4 2 3 9 8
Vardas2170 Pavarde2170 2 9 2 6 2 4 2 7 4 5
Vardas2171 Pavarde2171 9 1 6 5 9 1 8 2 5 1
Vardas2172 Pavarde2172 9 9 10 7 9 2 4 2 6 9
Vardas2173 Pavarde2173 2 3 8 2 8 4 5 7 7 6
Vardas2174 Pavarde2174 4 8 7 9 7 7 10 4 4 10
Vardas2175 Pavarde2175 1 4 2 5 10 1 10 9 10 10
Vardas2176 Pavarde2176 6 1 6 6 10 3 3 4 9 10
Vardas2177 Pavarde2177 2 5 9 5 8 4 4 7 6 5
Vardas2178 Pavarde2178 10 5 6 8 3 3 6 6 4 4
Vardas2179 Pavarde2179 5 7 6 10 9 8 6 3 9 8
Vardas2180 Pavarde2180 2 3 10 5 6 4 6 7 8 9
Vardas2181 Pavarde2181 6 10 9 2 3 1 3 2 8 1
Vardas2182 Pavarde2182 9 8 3 5 5 9 4 10 3 10
Vardas2183 Pavarde2183 1 10 2 3 9 9 8 9 2 5
Vardas2184 Pavarde2184 5 1 8 1 8 9 2 7 5 2
Vardas2185 Pavarde2185 6 10 2 5 1 10 1 8 9 1
Vardas2186 Pavarde2186 4 5 6 9 1 9 2 6 1 6
Vardas2187 Pavarde2187 1 6 2 1 4 3 10 5 10 5
Vardas2188 Pavarde2188 8 7 7 3 9 10 3 3 3 8
Vardas2189 Pavarde2189 3 1 10 4 4 3 8 3 7 5
Vardas2190 Pavarde2190 1 4 5 5 5 1 9 2 8 9
Vardas2191 Pavarde2191 3 10 2 1 6 1 9 6 4 7
Vardas2192 Pavarde2192 3 4 4 1 6 3 6 4 1 8
Vardas2193 Pavarde2193 9 7 2 2 9 8 9 8 10 10
Vardas2194 Pavarde2194 3 7 9 6 5 9 1 2 7 6
Vardas2195 Pavarde2195 10 4 9 6 7 5 2 1 2 8
Vardas2196 Pavarde2196 6 6 8 4 1 3 5 2 10 7
Vardas2197 Pavarde2197 8 6 5 9 3 3 2 7 2 8
Vardas2198 Pavarde2198 9 10 7 9 10 7 7 7 3 9
Vardas2199 Pavarde2199 6 10 9 8 5 4 5 1 6 6
Vardas2200 Pavarde2200 1 7 4 3 7 4 9 5 10 4
Vardas2201 Pavarde2201 9 5 3 1 1 3 1 8 6 8
Vardas2202 Pavarde2202 10 8 3 3 9 6 10 5 1 8
Vardas2203 Pavarde2203 10 8 10 10 10 6 7 1 6 4
Vardas2204 Pavarde2204 1 8 9 2 9 5 3 9 4 2
Vardas2205 Pavarde2205 10 1 1 6 2 2 1 5 8 4
Vardas2206 Pavarde2206 2 1 1 4 7 2 2 3 9 3
Vardas2207 Pavarde2207 5 9 8 9 3 10 9 10 2 8
Vardas2208 Pavarde2208 1 6 3 3 2 8 4 8 1 1
Vardas2209 Pavarde2209 1 5 4 3 8 6 1 4 9 10
Vardas2210 Pavarde2210 4 10 9 1 6 9 8 9 8 4
Vardas2211 Pavarde2211 2 8 7 3 6 7 4 4 5 9
Vardas2212 Pavarde2212 2 8 1 9 6 8 4 4 7 8
